tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	magn_volume	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
16tr015c:LP-DIR-T3	16tr015c:LP-DIR-T	16tr015c		340.4	2.0	0	0	0	0	3	473.0	0.005449	This study	2G	LT-T-Z:LP-DIR-T	g	2	u	4.0	273.0			pmagpy-3.18.0	5.449e-08	3.7860000000000007e-10	5.794e-10	2.14e-09	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T4	16tr015c:LP-DIR-T	16tr015c		340.9	1.7	0	0	0	0	4	573.0	0.00565	This study	2G	LT-T-Z:LP-DIR-T	g	3	u	4.0	273.0			pmagpy-3.18.0	5.65e-08	3.268e-10	7.318e-10	1.787e-09	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T5	16tr015c:LP-DIR-T	16tr015c		341.7	1.5	0	0	0	0	5	673.0	0.005771	This study	2G	LT-T-Z:LP-DIR-T	g	4	u	4.0	273.0			pmagpy-3.18.0	5.771e-08	3.353e-10	8.043e-10	1.682e-09	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T6	16tr015c:LP-DIR-T	16tr015c		341.5	-1.4	0	0	0	0	6	773.0	0.005751	This study	2G	LT-T-Z:LP-DIR-T	g	5	u	4.0	273.0			pmagpy-3.18.0	5.751e-08	4.875e-10	7.7e-10	2.15e-09	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T7	16tr015c:LP-DIR-T	16tr015c		341.1	-1.8	0	0	0	0	7	823.0	0.005671	This study	2G	LT-T-Z:LP-DIR-T	g	6	u	4.0	273.0			pmagpy-3.18.0	5.671e-08	5.707e-10	7.191e-10	2.259e-09	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T8	16tr015c:LP-DIR-T	16tr015c		336.1	-1.8	0	0	0	0	8	848.0	0.005649	This study	2G	LT-T-Z:LP-DIR-T	g	7	u	4.0	273.0			pmagpy-3.18.0	5.649e-08	6.731000000000001e-10	8.072e-10	2.48e-09	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T9	16tr015c:LP-DIR-T	16tr015c		334.5	-3.4	0	0	0	0	9	873.0	0.005704	This study	2G	LT-T-Z:LP-DIR-T	g	8	u	4.0	273.0			pmagpy-3.18.0	5.704e-08	5.539999999999999e-10	8.043e-10	1.979e-09	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T10	16tr015c:LP-DIR-T	16tr015c		335.6	-3.9	0	0	0	0	10	888.0	0.005675	This study	2G	LT-T-Z:LP-DIR-T	g	9	u	4.0	273.0			pmagpy-3.18.0	5.675e-08	6.414e-10	8.482e-10	2.235e-09	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T11	16tr015c:LP-DIR-T	16tr015c		336.1	-5.1	0	0	0	0	11	903.0	0.005806	This study	2G	LT-T-Z:LP-DIR-T	g	10	u	4.0	273.0			pmagpy-3.18.0	5.806e-08	5.76e-10	9.492e-10	1.789e-09	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T12	16tr015c:LP-DIR-T	16tr015c		334.2	-5.3	0	0	0	0	12	913.0	0.005706	This study	2G	LT-T-Z:LP-DIR-T	g	11	u	4.0	273.0			pmagpy-3.18.0	5.706e-08	5.942000000000001e-10	8.166e-10	1.7979999999999996e-09	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T13	16tr015c:LP-DIR-T	16tr015c		332.1	-5.1	0	0	0	0	13	923.0	0.0055850000000000006	This study	2G	LT-T-Z:LP-DIR-T	g	12	u	4.0	273.0			pmagpy-3.18.0	5.585e-08	6.45e-10	7.918e-10	1.991e-09	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T14	16tr015c:LP-DIR-T	16tr015c		331.8	-5.6	0	0	0	0	14	930.0	0.005568	This study	2G	LT-T-Z:LP-DIR-T	g	13	u	4.0	273.0			pmagpy-3.18.0	5.5679999999999986e-08	6.644999999999999e-10	8.069999999999999e-10	1.879e-09	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T15	16tr015c:LP-DIR-T	16tr015c		331.8	-6.2	0	0	0	0	15	933.0	0.005541	This study	2G	LT-T-Z:LP-DIR-T	g	14	u	4.0	273.0			pmagpy-3.18.0	5.541e-08	5.144e-10	7.585e-10	1.383e-09	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T16	16tr015c:LP-DIR-T	16tr015c		326.4	-8.3	0	0	0	0	16	936.0	0.004985	This study	2G	LT-T-Z:LP-DIR-T	g	15	u	4.0	273.0			pmagpy-3.18.0	4.9850000000000006e-08	1.292e-08	8.876e-10	1.241e-09	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T17	16tr015c:LP-DIR-T	16tr015c		330.8	-6.9	0	0	0	0	17	939.0	0.005155	This study	2G	LT-T-Z:LP-DIR-T	g	16	u	4.0	273.0			pmagpy-3.18.0	5.155e-08	5.117e-10	7.616e-10	1.489e-09	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T18	16tr015c:LP-DIR-T	16tr015c		332.5	-6.5	0	0	0	0	18	942.0	0.004353	This study	2G	LT-T-Z:LP-DIR-T	g	17	u	4.0	273.0			pmagpy-3.18.0	4.353e-08	4.219e-10	6.533e-10	1.152e-09	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T19	16tr015c:LP-DIR-T	16tr015c		329.5	-9.2	0	0	0	0	19	945.0	0.0013800000000000002	This study	2G	LT-T-Z:LP-DIR-T	g	18	u	4.0	273.0			pmagpy-3.18.0	1.38e-08	1.552e-10	2.21e-10	3.4260000000000004e-10	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T20	16tr015c:LP-DIR-T	16tr015c		336.8	-7.6	0	0	0	0	20	948.0	0.001553	This study	2G	LT-T-Z:LP-DIR-T	g	19	u	4.0	273.0			pmagpy-3.18.0	1.553e-08	1.583e-10	2.489e-10	4.747e-10	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T21	16tr015c:LP-DIR-T	16tr015c		341.5	-0.1	0	0	0	0	21	951.0	0.0004454	This study	2G	LT-T-Z:LP-DIR-T	g	20	u	4.0	273.0			pmagpy-3.18.0	4.4540000000000005e-09	2.47e-11	5.562e-11	1.7580000000000003e-10	16tr015c	16tr015	unknown
16tr015c:LP-DIR-T22	16tr015c:LP-DIR-T	16tr015c		348.7	-22.4	0	0	0	0	22	954.0	0.0003154	This study	2G	LT-T-Z:LP-DIR-T	g	21	u	4.0	273.0			pmagpy-3.18.0	3.154e-09	1.2369999999999998e-11	4.281e-11	9.32e-11	16tr015c	16tr015	unknown
16tr015e:LP-DIR-T1	16tr015e:LP-DIR-T	16tr015e		359.0	-0.9	0	0	0	0	1	273.0	0.003976	This study	2G	LT-NO:LP-DIR-T	g	0	u	4.0	273.0			pmagpy-3.18.0	3.9760000000000007e-08	2.14e-10	6.805999999999999e-10	1.167e-09	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T2	16tr015e:LP-DIR-T	16tr015e		356.9	-4.2	0	0	0	0	2	353.0	0.004302	This study	2G	LT-T-Z:LP-DIR-T	g	1	u	4.0	273.0			pmagpy-3.18.0	4.302e-08	3.812e-10	7.248999999999999e-10	1.429e-09	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T3	16tr015e:LP-DIR-T	16tr015e		355.1	-4.5	0	0	0	0	3	473.0	0.004433	This study	2G	LT-T-Z:LP-DIR-T	g	2	u	4.0	273.0			pmagpy-3.18.0	4.433e-08	3.853e-10	7.127e-10	1.4380000000000002e-09	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T4	16tr015e:LP-DIR-T	16tr015e		355.8	-5.5	0	0	0	0	4	573.0	0.004497999999999999	This study	2G	LT-T-Z:LP-DIR-T	g	3	u	4.0	273.0			pmagpy-3.18.0	4.498e-08	3.723e-10	8.744e-10	1.34e-09	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T5	16tr015e:LP-DIR-T	16tr015e		352.2	-7.8	0	0	0	0	5	673.0	0.004617	This study	2G	LT-T-Z:LP-DIR-T	g	4	u	4.0	273.0			pmagpy-3.18.0	4.617e-08	4.789e-10	7.303e-10	1.246e-09	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T6	16tr015e:LP-DIR-T	16tr015e		354.9	-7.2	0	0	0	0	6	773.0	0.004584	This study	2G	LT-T-Z:LP-DIR-T	g	5	u	4.0	273.0			pmagpy-3.18.0	4.584e-08	4.138e-10	7.086e-10	1.337e-09	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T7	16tr015e:LP-DIR-T	16tr015e		354.3	-8.6	0	0	0	0	7	823.0	0.004525	This study	2G	LT-T-Z:LP-DIR-T	g	6	u	4.0	273.0			pmagpy-3.18.0	4.5250000000000005e-08	4.797e-10	6.817999999999999e-10	1.4230000000000002e-09	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T8	16tr015e:LP-DIR-T	16tr015e		349.4	-8.9	0	0	0	0	8	848.0	0.004507	This study	2G	LT-T-Z:LP-DIR-T	g	7	u	4.0	273.0			pmagpy-3.18.0	4.507e-08	5.466e-10	7.195e-10	1.517e-09	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T9	16tr015e:LP-DIR-T	16tr015e		345.6	-10.3	0	0	0	0	9	873.0	0.004573	This study	2G	LT-T-Z:LP-DIR-T	g	8	u	4.0	273.0			pmagpy-3.18.0	4.5730000000000006e-08	4.709e-10	8.426e-10	1.27e-09	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T10	16tr015e:LP-DIR-T	16tr015e		347.2	-9.6	0	0	0	0	10	888.0	0.004606	This study	2G	LT-T-Z:LP-DIR-T	g	9	u	4.0	273.0			pmagpy-3.18.0	4.606e-08	5.127999999999999e-10	7.489999999999999e-10	1.293e-09	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T11	16tr015e:LP-DIR-T	16tr015e		348.2	-10.0	0	0	0	0	11	903.0	0.004536999999999999	This study	2G	LT-T-Z:LP-DIR-T	g	10	u	4.0	273.0			pmagpy-3.18.0	4.537e-08	5.411e-10	6.742999999999999e-10	1.343e-09	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T12	16tr015e:LP-DIR-T	16tr015e		345.8	-11.2	0	0	0	0	12	913.0	0.004662	This study	2G	LT-T-Z:LP-DIR-T	g	11	u	4.0	273.0			pmagpy-3.18.0	4.662e-08	4.368e-10	7.088999999999999e-10	1.032e-09	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T13	16tr015e:LP-DIR-T	16tr015e		343.2	-11.1	0	0	0	0	13	923.0	0.004629	This study	2G	LT-T-Z:LP-DIR-T	g	12	u	4.0	273.0			pmagpy-3.18.0	4.6289999999999986e-08	4.464e-10	7.042000000000001e-10	1.139e-09	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T14	16tr015e:LP-DIR-T	16tr015e		342.4	-11.2	0	0	0	0	14	930.0	0.004651	This study	2G	LT-T-Z:LP-DIR-T	g	13	u	4.0	273.0			pmagpy-3.18.0	4.651e-08	4.278e-10	6.828e-10	9.863999999999998e-10	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T15	16tr015e:LP-DIR-T	16tr015e		342.4	-11.8	0	0	0	0	15	933.0	0.004534000000000001	This study	2G	LT-T-Z:LP-DIR-T	g	14	u	4.0	273.0			pmagpy-3.18.0	4.534e-08	3.813e-10	6.794000000000001e-10	9.301e-10	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T16	16tr015e:LP-DIR-T	16tr015e		342.0	-12.2	0	0	0	0	16	936.0	0.0044020000000000005	This study	2G	LT-T-Z:LP-DIR-T	g	15	u	4.0	273.0			pmagpy-3.18.0	4.402e-08	3.904e-10	7.547999999999999e-10	1.015e-09	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T17	16tr015e:LP-DIR-T	16tr015e		343.6	-12.9	0	0	0	0	17	939.0	0.003055	This study	2G	LT-T-Z:LP-DIR-T	g	16	u	4.0	273.0			pmagpy-3.18.0	3.055e-08	2.953e-10	5.036e-10	7.974e-10	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T18	16tr015e:LP-DIR-T	16tr015e		346.0	-13.9	0	0	0	0	18	942.0	0.0014470000000000002	This study	2G	LT-T-Z:LP-DIR-T	g	17	u	4.0	273.0			pmagpy-3.18.0	1.4469999999999997e-08	1.162e-10	2.667e-10	2.736e-10	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T19	16tr015e:LP-DIR-T	16tr015e		341.9	-16.2	0	0	0	0	19	945.0	0.0003866	This study	2G	LT-T-Z:LP-DIR-T	g	18	u	4.0	273.0			pmagpy-3.18.0	3.866e-09	2.265e-11	6.153e-11	5.745e-11	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T20	16tr015e:LP-DIR-T	16tr015e		356.1	-8.7	0	0	0	0	20	948.0	0.0004682	This study	2G	LT-T-Z:LP-DIR-T	g	19	u	4.0	273.0			pmagpy-3.18.0	4.682e-09	2.306e-11	5.804e-11	1.0709999999999997e-10	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T21	16tr015e:LP-DIR-T	16tr015e		65.1	1.1	0	0	0	0	21	951.0	5.484e-05	This study	2G	LT-T-Z:LP-DIR-T	g	20	u	4.0	273.0			pmagpy-3.18.0	5.484e-10	4.222999999999999e-11	5.033e-11	2.27e-11	16tr015e	16tr015	unknown
16tr015e:LP-DIR-T22	16tr015e:LP-DIR-T	16tr015e		114.1	30.5	0	0	0	0	22	954.0	6.246e-05	This study	2G	LT-T-Z:LP-DIR-T	g	21	u	4.0	273.0			pmagpy-3.18.0	6.246e-10	2.9550000000000004e-11	3.765e-11	2.308e-11	16tr015e	16tr015	unknown
16tr015g:LP-DIR-T1	16tr015g:LP-DIR-T	16tr015g		3.7	-28.5	0	0	0	0	1	273.0	0.006795000000000001	This study	2G	LT-NO:LP-DIR-T	g	0	u	4.0	273.0			pmagpy-3.18.0	6.795e-08	1.402e-09	1.807e-09	1.808e-09	16tr015g	16tr015	unknown
16tr015g:LP-DIR-T2	16tr015g:LP-DIR-T	16tr015g	1.0	2.5	-31.2	0	0	0	0	2	353.0	0.007054	This study	2G	LT-T-Z:DE-VM:LP-DIR-T	g	1	u	2.0	273.0		average of multiple measurements	pmagpy-3.18.0	7.098e-08	2.452e-09	2.748e-09	2.535e-09	16tr015g	16tr015	unknown
16tr015g:LP-DIR-T3	16tr015g:LP-DIR-T	16tr015g		359.2	-33.6	0	0	0	0	3	473.0	0.007145	This study	2G	LT-T-Z:LP-DIR-T	g	2	u	4.0	273.0			pmagpy-3.18.0	7.145e-08	2.832e-09	2.626e-09	2.681e-09	16tr015g	16tr015	unknown
16tr015g:LP-DIR-T4	16tr015g:LP-DIR-T	16tr015g		1.4	-35.7	0	0	0	0	4	573.0	0.007754	This study	2G	LT-T-Z:LP-DIR-T	g	3	u	4.0	273.0			pmagpy-3.18.0	7.753999999999999e-08	2.519e-09	2.954e-09	2.402e-09	16tr015g	16tr015	unknown
16tr015g:LP-DIR-T5	16tr015g:LP-DIR-T	16tr015g		2.9	-37.2	0	0	0	0	5	673.0	0.007629	This study	2G	LT-T-Z:LP-DIR-T	g	4	u	4.0	273.0			pmagpy-3.18.0	7.628999999999999e-08	2.145e-09	2.628e-09	1.971e-09	16tr015g	16tr015	unknown
16tr015g:LP-DIR-T6	16tr015g:LP-DIR-T	16tr015g		2.0	-37.6	0	0	0	0	6	773.0	0.007868	This study	2G	LT-T-Z:LP-DIR-T	g	5	u	4.0	273.0			pmagpy-3.18.0	7.868e-08	2.7600000000000004e-09	4.281e-09	2.59e-09	16tr015g	16tr015	unknown
16tr015g:LP-DIR-T7	16tr015g:LP-DIR-T	16tr015g		0.3	-41.4	0	0	0	0	7	823.0	0.0078	This study	2G	LT-T-Z:LP-DIR-T	g	6	u	4.0	273.0			pmagpy-3.18.0	7.8e-08	2.8760000000000004e-09	3.579e-09	2.44e-09	16tr015g	16tr015	unknown
16tr015g:LP-DIR-T8	16tr015g:LP-DIR-T	16tr015g		355.4	-42.9	0	0	0	0	8	848.0	0.007626999999999998	This study	2G	LT-T-Z:LP-DIR-T	g	7	u	4.0	273.0			pmagpy-3.18.0	7.627000000000001e-08	2.995e-09	2.884e-09	2.341e-09	16tr015g	16tr015	unknown
16tr015g:LP-DIR-T9	16tr015g:LP-DIR-T	16tr015g		354.0	-43.6	0	0	0	0	9	873.0	0.0077849999999999985	This study	2G	LT-T-Z:LP-DIR-T	g	8	u	4.0	273.0			pmagpy-3.18.0	7.785e-08	2.646e-09	3.02e-09	1.9e-09	16tr015g	16tr015	unknown
16tr015g:LP-DIR-T10	16tr015g:LP-DIR-T	16tr015g		353.2	-44.0	0	0	0	0	10	888.0	0.0075299999999999985	This study	2G	LT-T-Z:LP-DIR-T	g	9	u	4.0	273.0			pmagpy-3.18.0	7.53e-08	3.076e-09	2.904e-09	2.113e-09	16tr015g	16tr015	unknown
16tr015g:LP-DIR-T11	16tr015g:LP-DIR-T	16tr015g		353.8	-45.9	0	0	0	0	11	903.0	0.00784	This study	2G	LT-T-Z:LP-DIR-T	g	10	u	4.0	273.0			pmagpy-3.18.0	7.84e-08	2.4e-09	2.691e-09	1.644e-09	16tr015g	16tr015	unknown
16tr015g:LP-DIR-T12	16tr015g:LP-DIR-T	16tr015g		353.0	-45.7	0	0	0	0	12	913.0	0.0077290000000000015	This study	2G	LT-T-Z:LP-DIR-T	g	11	u	4.0	273.0			pmagpy-3.18.0	7.729e-08	2.675e-09	2.525e-09	1.821e-09	16tr015g	16tr015	unknown
16tr015g:LP-DIR-T13	16tr015g:LP-DIR-T	16tr015g		352.4	-45.4	0	0	0	0	13	923.0	0.007592	This study	2G	LT-T-Z:LP-DIR-T	g	12	u	4.0	273.0			pmagpy-3.18.0	7.592000000000001e-08	2.991e-09	2.731e-09	2.039e-09	16tr015g	16tr015	unknown
16tr015g:LP-DIR-T14	16tr015g:LP-DIR-T	16tr015g		351.5	-46.1	0	0	0	0	14	930.0	0.0077849999999999985	This study	2G	LT-T-Z:LP-DIR-T	g	13	u	4.0	273.0			pmagpy-3.18.0	7.785e-08	2.651e-09	2.592e-09	1.805e-09	16tr015g	16tr015	unknown
16tr015g:LP-DIR-T15	16tr015g:LP-DIR-T	16tr015g		350.8	-48.1	0	0	0	0	15	933.0	0.007878	This study	2G	LT-T-Z:LP-DIR-T	g	14	u	4.0	273.0			pmagpy-3.18.0	7.878e-08	1.938e-09	1.46e-09	1.4149999999999998e-09	16tr015g	16tr015	unknown
16tr015g:LP-DIR-T16	16tr015g:LP-DIR-T	16tr015g		348.8	-49.5	0	0	0	0	16	936.0	0.0075590000000000015	This study	2G	LT-T-Z:LP-DIR-T	g	15	u	4.0	273.0			pmagpy-3.18.0	7.559e-08	1.968e-09	2.1100000000000004e-09	1.22e-09	16tr015g	16tr015	unknown
16tr015g:LP-DIR-T17	16tr015g:LP-DIR-T	16tr015g		350.1	-49.6	0	0	0	0	17	939.0	0.003261	This study	2G	LT-T-Z:LP-DIR-T	g	16	u	4.0	273.0			pmagpy-3.18.0	3.261e-08	1.031e-09	1.037e-09	6.498999999999999e-10	16tr015g	16tr015	unknown
16tr015g:LP-DIR-T18	16tr015g:LP-DIR-T	16tr015g		354.0	-43.6	0	0	0	0	18	942.0	0.0008112	This study	2G	LT-T-Z:LP-DIR-T	g	17	u	4.0	273.0			pmagpy-3.18.0	8.112e-09	9.834e-11	1.503e-10	1.017e-10	16tr015g	16tr015	unknown
16tr015i:LP-DIR-T1	16tr015i:LP-DIR-T	16tr015i		41.7	-36.3	0	0	0	0	1	273.0	0.0044210000000000005	This study	2G	LT-NO:LP-DIR-T	g	0	u	4.0	273.0			pmagpy-3.18.0	4.421e-08	1.471e-09	1.066e-09	9.577e-10	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T2	16tr015i:LP-DIR-T	16tr015i		38.8	-42.0	0	0	0	0	2	353.0	0.004724	This study	2G	LT-T-Z:LP-DIR-T	g	1	u	4.0	273.0			pmagpy-3.18.0	4.7240000000000005e-08	2.041e-09	1.424e-09	1.044e-09	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T3	16tr015i:LP-DIR-T	16tr015i		36.7	-46.1	0	0	0	0	3	473.0	0.004937	This study	2G	LT-T-Z:LP-DIR-T	g	2	u	4.0	273.0			pmagpy-3.18.0	4.9370000000000005e-08	1.769e-09	1.378e-09	8.939999999999998e-10	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T4	16tr015i:LP-DIR-T	16tr015i		34.6	-45.4	0	0	0	0	4	573.0	0.00499	This study	2G	LT-T-Z:LP-DIR-T	g	3	u	4.0	273.0			pmagpy-3.18.0	4.99e-08	1.676e-09	1.569e-09	9.772e-10	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T5	16tr015i:LP-DIR-T	16tr015i		31.6	-49.2	0	0	0	0	5	673.0	0.0050490000000000005	This study	2G	LT-T-Z:LP-DIR-T	g	4	u	4.0	273.0			pmagpy-3.18.0	5.049e-08	1.682e-09	1.399e-09	9.1e-10	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T6	16tr015i:LP-DIR-T	16tr015i		28.0	-50.4	0	0	0	0	6	773.0	0.004958	This study	2G	LT-T-Z:LP-DIR-T	g	5	u	4.0	273.0			pmagpy-3.18.0	4.9580000000000005e-08	2.407e-09	2.534e-09	9.479e-10	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T7	16tr015i:LP-DIR-T	16tr015i		28.8	-51.3	0	0	0	0	7	823.0	0.004949	This study	2G	LT-T-Z:LP-DIR-T	g	6	u	4.0	273.0			pmagpy-3.18.0	4.949e-08	1.726e-09	1.335e-09	8.43e-10	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T8	16tr015i:LP-DIR-T	16tr015i		20.1	-53.0	0	0	0	0	8	848.0	0.00495	This study	2G	LT-T-Z:LP-DIR-T	g	7	u	4.0	273.0			pmagpy-3.18.0	4.95e-08	1.928e-09	1.411e-09	8.932999999999998e-10	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T9	16tr015i:LP-DIR-T	16tr015i		17.7	-53.8	0	0	0	0	9	873.0	0.004768	This study	2G	LT-T-Z:LP-DIR-T	g	8	u	4.0	273.0			pmagpy-3.18.0	4.768e-08	1.926e-09	1.708e-09	9.28e-10	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T10	16tr015i:LP-DIR-T	16tr015i		17.0	-54.7	0	0	0	0	10	888.0	0.004972	This study	2G	LT-T-Z:LP-DIR-T	g	9	u	4.0	273.0			pmagpy-3.18.0	4.972e-08	1.783e-09	1.371e-09	7.341000000000001e-10	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T11	16tr015i:LP-DIR-T	16tr015i		16.1	-54.1	0	0	0	0	11	903.0	0.004815	This study	2G	LT-T-Z:LP-DIR-T	g	10	u	4.0	273.0			pmagpy-3.18.0	4.815e-08	1.826e-09	1.737e-09	7.908e-10	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T12	16tr015i:LP-DIR-T	16tr015i		15.2	-54.7	0	0	0	0	12	913.0	0.004909	This study	2G	LT-T-Z:LP-DIR-T	g	11	u	4.0	273.0			pmagpy-3.18.0	4.909e-08	1.679e-09	1.352e-09	6.685e-10	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T13	16tr015i:LP-DIR-T	16tr015i		15.4	-56.5	0	0	0	0	13	923.0	0.0050490000000000005	This study	2G	LT-T-Z:LP-DIR-T	g	12	u	4.0	273.0			pmagpy-3.18.0	5.049e-08	1.35e-09	1.092e-09	4.962e-10	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T14	16tr015i:LP-DIR-T	16tr015i		8.3	-55.5	0	0	0	0	14	930.0	0.004934	This study	2G	LT-T-Z:LP-DIR-T	g	13	u	4.0	273.0			pmagpy-3.18.0	4.934e-08	1.136e-09	9.832e-10	4.624e-10	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T15	16tr015i:LP-DIR-T	16tr015i		9.4	-56.3	0	0	0	0	15	933.0	0.004765	This study	2G	LT-T-Z:LP-DIR-T	g	14	u	4.0	273.0			pmagpy-3.18.0	4.765e-08	9.6e-10	8.872000000000002e-10	3.882e-10	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T16	16tr015i:LP-DIR-T	16tr015i		359.3	-59.8	0	0	0	0	16	936.0	0.002745	This study	2G	LT-T-Z:LP-DIR-T	g	15	u	4.0	273.0			pmagpy-3.18.0	2.745e-08	9.437000000000002e-10	9.831e-10	3.514e-10	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T17	16tr015i:LP-DIR-T	16tr015i		35.4	-54.6	0	0	0	0	17	939.0	0.0007156	This study	2G	LT-T-Z:LP-DIR-T	g	16	u	4.0	273.0			pmagpy-3.18.0	7.156000000000001e-09	2.8580000000000004e-10	2.352e-10	1.199e-10	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T18	16tr015i:LP-DIR-T	16tr015i		347.9	37.2	0	0	0	0	18	942.0	0.0001854	This study	2G	LT-T-Z:LP-DIR-T	g	17	u	4.0	273.0			pmagpy-3.18.0	1.854e-09	7.92e-11	7.486e-11	5.031e-11	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T19	16tr015i:LP-DIR-T	16tr015i		178.9	-11.7	0	0	0	0	19	945.0	0.000321	This study	2G	LT-T-Z:LP-DIR-T	g	18	u	4.0	273.0			pmagpy-3.18.0	3.21e-09	4.886e-11	6.034000000000001e-11	6.974e-11	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T20	16tr015i:LP-DIR-T	16tr015i		138.1	0.9	0	0	0	0	20	948.0	0.0002312	This study	2G	LT-T-Z:LP-DIR-T	g	19	u	4.0	273.0			pmagpy-3.18.0	2.312e-09	6.009000000000001e-11	5.601e-11	2.4100000000000003e-11	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T21	16tr015i:LP-DIR-T	16tr015i		110.9	18.9	0	0	0	0	21	951.0	0.0001013	This study	2G	LT-T-Z:LP-DIR-T	g	20	u	4.0	273.0			pmagpy-3.18.0	1.013e-09	6.696e-11	6.728e-11	2.946e-11	16tr015i	16tr015	unknown
16tr015i:LP-DIR-T22	16tr015i:LP-DIR-T	16tr015i		83.4	6.4	0	0	0	0	22	954.0	0.0002791000000000001	This study	2G	LT-T-Z:LP-DIR-T	g	21	u	4.0	273.0			pmagpy-3.18.0	2.791e-09	5.855e-11	5.007e-11	9.058e-11	16tr015i	16tr015	unknown
16tr015k:LP-DIR-T1	16tr015k:LP-DIR-T	16tr015k		11.6	-18.3	0	0	0	0	1	273.0	0.009514	This study	2G	LT-NO:LP-DIR-T	g	0	u	4.0	273.0			pmagpy-3.18.0	9.514e-08	2.283e-09	2.425e-09	2.302e-09	16tr015k	16tr015	unknown
16tr015k:LP-DIR-T2	16tr015k:LP-DIR-T	16tr015k		12.2	-22.8	0	0	0	0	2	353.0	0.009784	This study	2G	LT-T-Z:LP-DIR-T	g	1	u	4.0	273.0			pmagpy-3.18.0	9.784e-08	2.384e-09	2.177e-09	2.793e-09	16tr015k	16tr015	unknown
16tr015k:LP-DIR-T3	16tr015k:LP-DIR-T	16tr015k	1.8	10.8	-23.1	0	0	0	0	3	473.0	0.009892	This study	2G	LT-T-Z:DE-VM:LP-DIR-T	g	2	u	2.0	273.0		average of multiple measurements	pmagpy-3.18.0	9.969e-08	2.514e-09	2.449e-09	2.865e-09	16tr015k	16tr015	unknown
