tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	method_codes	quality	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	measurement	sample	site	location
	This study		5.1	71.3	7.4	TR008-Ca:LP-DIR-T	hargrave 2017-10-08 17:00:25	1.52e-08	4.11e-10	1.9099999999999999e-10	1.3300000000000002e-09	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Ca	u	0	0	0.0	0.0	52	965.0	TR008-Ca:LP-DIR-T52	TR008-C	TR008	Hongzixi
	This study		2.7	210.6	-20.2	TR008-Da:LP-DIR-T	hargrave 2017-07-20 16:50:56	2.4199999999999998e-08	9.01e-10	9.239999999999999e-10	3.29e-10	8	273	LT-NO:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	1	273.0	TR008-Da:LP-DIR-T1	TR008-D	TR008	Hongzixi
	This study		3.2	210.9	-22.0	TR008-Da:LP-DIR-T	hargrave 2017-07-21 16:29:28	2.27e-08	1.01e-09	1.19e-09	3.32e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	2	373.0	TR008-Da:LP-DIR-T2	TR008-D	TR008	Hongzixi
	This study		3.9	210.3	-22.5	TR008-Da:LP-DIR-T	hargrave 2017-07-24 12:11:16	2.2200000000000004e-08	1.0800000000000002e-09	1.4099999999999999e-09	3.15e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	3	473.0	TR008-Da:LP-DIR-T3	TR008-D	TR008	Hongzixi
	This study		3.2	212.5	-23.3	TR008-Da:LP-DIR-T	hargrave 2017-07-25 09:17:02	2.11e-08	7.95e-10	1.0300000000000002e-09	2.7799999999999997e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	4	573.0	TR008-Da:LP-DIR-T4	TR008-D	TR008	Hongzixi
	This study		2.3	210.8	-24.5	TR008-Da:LP-DIR-T	hargrave 2017-07-31 15:51:41	2.0299999999999996e-08	7.34e-10	6.900000000000001e-10	2.8e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	5	623.0	TR008-Da:LP-DIR-T5	TR008-D	TR008	Hongzixi
	This study		2.1	209.9	-25.8	TR008-Da:LP-DIR-T	hargrave 2017-08-01 14:01:29	1.93e-08	5.02e-10	6.56e-10	2.67e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	6	673.0	TR008-Da:LP-DIR-T6	TR008-D	TR008	Hongzixi
	This study		3.3	209.0	-26.8	TR008-Da:LP-DIR-T	hargrave 2017-08-03 13:06:25	1.8300000000000002e-08	6.53e-10	8.319999999999999e-10	2.43e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	7	723.0	TR008-Da:LP-DIR-T7	TR008-D	TR008	Hongzixi
	This study		2.4	209.8	-28.2	TR008-Da:LP-DIR-T	hargrave 2017-08-04 09:43:06	1.76e-08	5.32e-10	5.269999999999999e-10	2.39e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	8	748.0	TR008-Da:LP-DIR-T8	TR008-D	TR008	Hongzixi
	This study		3.0	209.8	-28.5	TR008-Da:LP-DIR-T	hargrave 2017-08-04 16:40:59	1.69e-08	6.5e-10	6.610000000000001e-10	2.25e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	9	773.0	TR008-Da:LP-DIR-T9	TR008-D	TR008	Hongzixi
	This study		2.2	209.5	-29.0	TR008-Da:LP-DIR-T	hargrave 2017-08-07 15:17:09	1.63e-08	3.52e-10	5.33e-10	2.3199999999999997e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	10	798.0	TR008-Da:LP-DIR-T10	TR008-D	TR008	Hongzixi
	This study		2.8	211.0	-30.1	TR008-Da:LP-DIR-T	hargrave 2017-08-08 14:36:52	1.54e-08	4.21e-10	6.21e-10	2.2800000000000001e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	11	823.0	TR008-Da:LP-DIR-T11	TR008-D	TR008	Hongzixi
	This study		1.4	210.3	-31.1	TR008-Da:LP-DIR-T	hargrave 2017-08-09 13:58:36	1.51e-08	3.08e-10	3.12e-10	9.49e-11	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	12	828.0	TR008-Da:LP-DIR-T12	TR008-D	TR008	Hongzixi
	This study		2.1	211.3	-31.0	TR008-Da:LP-DIR-T	hargrave 2017-08-10 08:50:41	1.48e-08	3.69e-10	4.17e-10	1.9099999999999999e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	13	828.0	TR008-Da:LP-DIR-T13	TR008-D	TR008	Hongzixi
	This study		1.9	210.6	-31.7	TR008-Da:LP-DIR-T	hargrave 2017-08-16 14:24:56	1.4299999999999999e-08	3.2199999999999997e-10	3.73e-10	2.02e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	14	833.0	TR008-Da:LP-DIR-T14	TR008-D	TR008	Hongzixi
	This study		1.6	208.2	-32.7	TR008-Da:LP-DIR-T	hargrave 2017-08-17 11:14:41	1.38e-08	2.79e-10	2.92e-10	1.89e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	15	838.0	TR008-Da:LP-DIR-T15	TR008-D	TR008	Hongzixi
	This study		2.0	210.3	-33.3	TR008-Da:LP-DIR-T	hargrave 2017-08-17 20:29:19	1.33e-08	3.15e-10	3.4299999999999995e-10	1.94e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	16	843.0	TR008-Da:LP-DIR-T16	TR008-D	TR008	Hongzixi
	This study		2.4	208.6	-34.7	TR008-Da:LP-DIR-T	hargrave 2017-08-18 16:08:50	1.29e-08	3.12e-10	4.34e-10	1.8700000000000003e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	17	848.0	TR008-Da:LP-DIR-T17	TR008-D	TR008	Hongzixi
	This study		2.0	210.4	-35.6	TR008-Da:LP-DIR-T	hargrave 2017-08-21 13:11:47	1.23e-08	2.75e-10	3.1e-10	1.8300000000000001e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	18	853.0	TR008-Da:LP-DIR-T18	TR008-D	TR008	Hongzixi
	This study		2.0	205.1	-36.8	TR008-Da:LP-DIR-T	hargrave 2017-08-22 12:14:43	1.1000000000000001e-08	2.56e-10	2.71e-10	1.6299999999999998e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	19	873.0	TR008-Da:LP-DIR-T19	TR008-D	TR008	Hongzixi
	This study		2.4	210.6	-39.4	TR008-Da:LP-DIR-T	hargrave 2017-08-23 11:15:12	9.940000000000002e-09	3.4299999999999995e-10	2.51e-10	1.5699999999999997e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	20	893.0	TR008-Da:LP-DIR-T20	TR008-D	TR008	Hongzixi
	This study		2.7	208.9	-52.9	TR008-Da:LP-DIR-T	hargrave 2017-08-24 07:46:48	7.42e-09	2.6000000000000003e-10	2.34e-10	1.44e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	21	903.0	TR008-Da:LP-DIR-T21	TR008-D	TR008	Hongzixi
	This study		3.5	216.1	-33.9	TR008-Da:LP-DIR-T	hargrave 2017-08-24 15:56:13	9.28e-09	4.91e-10	3.3799999999999997e-10	1.73e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	22	913.0	TR008-Da:LP-DIR-T22	TR008-D	TR008	Hongzixi
	This study		2.9	175.3	-49.4	TR008-Da:LP-DIR-T	hargrave 2017-08-25 13:59:57	7.65e-09	2.9100000000000003e-10	2.87e-10	1.34e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	23	918.0	TR008-Da:LP-DIR-T23	TR008-D	TR008	Hongzixi
	This study		3.4	223.9	-38.5	TR008-Da:LP-DIR-T	hargrave 2017-08-29 15:14:34	9.44e-09	4.5699999999999997e-10	3.4e-10	1.6299999999999998e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	24	923.0	TR008-Da:LP-DIR-T24	TR008-D	TR008	Hongzixi
	This study		4.4	168.6	-49.5	TR008-Da:LP-DIR-T	hargrave 2017-09-01 15:17:02	8.1e-09	2.67e-10	5.599999999999999e-10	1.96e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	25	928.0	TR008-Da:LP-DIR-T25	TR008-D	TR008	Hongzixi
	This study		5.6	211.4	-34.8	TR008-Da:LP-DIR-T	hargrave 2017-09-08 17:42:53	1.02e-08	3.8399999999999997e-10	6.02e-10	9.02e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	26	933.0	TR008-Da:LP-DIR-T26	TR008-D	TR008	Hongzixi
	This study		7.7	157.4	-35.1	TR008-Da:LP-DIR-T	hargrave 2017-09-12 14:18:18	6.590000000000001e-09	3.19e-10	4.85e-10	8.06e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	27	938.0	TR008-Da:LP-DIR-T27	TR008-D	TR008	Hongzixi
	This study		6.5	159.3	-36.1	TR008-Da:LP-DIR-T	hargrave 2017-09-12 16:02:30	6.38e-09	3.7400000000000005e-10	3.2199999999999997e-10	8.019999999999999e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	28	938.0	TR008-Da:LP-DIR-T28	TR008-D	TR008	Hongzixi
	This study		7.1	222.2	-6.5	TR008-Da:LP-DIR-T	hargrave 2017-09-14 17:46:50	6.0499999999999996e-09	2.71e-10	2.13e-10	7.5e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	29	943.0	TR008-Da:LP-DIR-T29	TR008-D	TR008	Hongzixi
	This study		7.2	228.0	-6.9	TR008-Da:LP-DIR-T	hargrave 2017-09-15 08:11:21	5.8799999999999995e-09	2.4799999999999997e-10	2.03e-10	7.38e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	30	943.0	TR008-Da:LP-DIR-T30	TR008-D	TR008	Hongzixi
	This study		7.1	226.9	-6.6	TR008-Da:LP-DIR-T	hargrave 2017-09-15 08:26:25	5.91e-09	2.65e-10	2.1000000000000002e-10	7.3e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	31	943.0	TR008-Da:LP-DIR-T31	TR008-D	TR008	Hongzixi
	This study		8.6	214.2	-9.7	TR008-Da:LP-DIR-T	hargrave 2017-09-15 18:11:30	5.28e-09	3.06e-10	3.23e-10	7.18e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	32	945.0	TR008-Da:LP-DIR-T32	TR008-D	TR008	Hongzixi
	This study		5.3	223.3	-17.1	TR008-Da:LP-DIR-T	hargrave 2017-09-19 13:46:23	6.8099999999999994e-09	2.46e-10	3.3300000000000004e-10	6.31e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	33	947.0	TR008-Da:LP-DIR-T33	TR008-D	TR008	Hongzixi
	This study		10.0	186.5	2.8	TR008-Da:LP-DIR-T	hargrave 2017-09-22 15:59:39	4.0299999999999995e-09	1.97e-10	3.7199999999999996e-10	6.08e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	34	949.0	TR008-Da:LP-DIR-T34	TR008-D	TR008	Hongzixi
	This study		9.6	190.7	3.6	TR008-Da:LP-DIR-T	hargrave 2017-09-22 18:10:50	3.939999999999999e-09	2.24e-10	2.92e-10	6e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	35	949.0	TR008-Da:LP-DIR-T35	TR008-D	TR008	Hongzixi
	This study		9.5	189.5	3.3	TR008-Da:LP-DIR-T	hargrave 2017-09-22 18:44:52	3.86e-09	2.1000000000000002e-10	2.59e-10	5.89e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	36	949.0	TR008-Da:LP-DIR-T36	TR008-D	TR008	Hongzixi
	This study		6.9	194.8	-2.0	TR008-Da:LP-DIR-T	hargrave 2017-09-24 13:54:25	6.2e-09	2.4e-10	4.58e-10	6.02e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	37	951.0	TR008-Da:LP-DIR-T37	TR008-D	TR008	Hongzixi
	This study		8.1	155.9	9.3	TR008-Da:LP-DIR-T	hargrave 2017-09-25 12:40:34	4.4e-09	3.28e-10	1.72e-10	5.45e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	38	953.0	TR008-Da:LP-DIR-T38	TR008-D	TR008	Hongzixi
	This study		6.9	156.3	7.8	TR008-Da:LP-DIR-T	hargrave 2017-09-25 15:00:24	4.39e-09	2.9000000000000003e-10	1.5900000000000002e-10	4.76e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	39	953.0	TR008-Da:LP-DIR-T39	TR008-D	TR008	Hongzixi
	This study		4.6	198.9	-6.5	TR008-Da:LP-DIR-T	hargrave 2017-09-26 18:24:52	6.26e-09	3.02e-10	2.8e-10	3.9300000000000004e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	40	955.0	TR008-Da:LP-DIR-T40	TR008-D	TR008	Hongzixi
	This study		7.3	139.4	13.8	TR008-Da:LP-DIR-T	hargrave 2017-10-01 22:30:27	4.76e-09	3.01e-10	3.3799999999999997e-10	4.63e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	41	957.0	TR008-Da:LP-DIR-T41	TR008-D	TR008	Hongzixi
	This study		6.3	137.3	13.9	TR008-Da:LP-DIR-T	hargrave 2017-10-02 08:42:08	4.51e-09	2.43e-10	1.43e-10	4.31e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	42	957.0	TR008-Da:LP-DIR-T42	TR008-D	TR008	Hongzixi
	This study		6.0	204.9	-18.7	TR008-Da:LP-DIR-T	hargrave 2017-10-03 09:13:52	5.01e-09	3.87e-10	1.0699999999999999e-10	4.13e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	43	959.0	TR008-Da:LP-DIR-T43	TR008-D	TR008	Hongzixi
	This study		6.0	87.5	-7.8	TR008-Da:LP-DIR-T	hargrave 2017-10-05 13:59:11	4.08e-09	2.62e-10	1.17e-10	3.34e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	44	961.0	TR008-Da:LP-DIR-T44	TR008-D	TR008	Hongzixi
	This study		7.6	216.7	7.0	TR008-Da:LP-DIR-T	hargrave 2017-10-06 16:29:54	4.220000000000001e-09	2.33e-10	2.76e-10	4.6399999999999995e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	45	963.0	TR008-Da:LP-DIR-T45	TR008-D	TR008	Hongzixi
	This study		7.5	216.2	7.0	TR008-Da:LP-DIR-T	hargrave 2017-10-06 19:42:59	4.1999999999999996e-09	2.3099999999999998e-10	2.8e-10	4.53e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	46	963.0	TR008-Da:LP-DIR-T46	TR008-D	TR008	Hongzixi
	This study		8.1	218.7	7.1	TR008-Da:LP-DIR-T	hargrave 2017-10-06 21:35:06	4.1999999999999996e-09	2.67e-10	3e-10	4.85e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	47	963.0	TR008-Da:LP-DIR-T47	TR008-D	TR008	Hongzixi
	This study		6.7	68.4	11.7	TR008-Da:LP-DIR-T	hargrave 2017-10-08 17:01:38	4.91e-09	4.58e-10	1.67e-10	3.32e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Da	u	0	0	0.0	0.0	48	965.0	TR008-Da:LP-DIR-T48	TR008-D	TR008	Hongzixi
	This study		2.0	222.9	-8.2	TR008-Ea:LP-DIR-T	hargrave 2017-07-20 16:52:25	2.89e-08	7.099999999999999e-10	1.15e-09	4.5699999999999997e-10	8	273	LT-NO:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	1	273.0	TR008-Ea:LP-DIR-T1	TR008-E	TR008	Hongzixi
	This study		3.6	225.3	-10.8	TR008-Ea:LP-DIR-T	hargrave 2017-07-21 16:30:56	2.63e-08	1.46e-09	1.57e-09	4.76e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	2	373.0	TR008-Ea:LP-DIR-T2	TR008-E	TR008	Hongzixi
	This study		4.2	222.5	-12.0	TR008-Ea:LP-DIR-T	hargrave 2017-07-24 12:12:44	2.5299999999999998e-08	1.3900000000000002e-09	1.6300000000000002e-09	4.38e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	3	473.0	TR008-Ea:LP-DIR-T3	TR008-E	TR008	Hongzixi
	This study		3.1	227.8	-12.3	TR008-Ea:LP-DIR-T	hargrave 2017-07-25 09:18:30	2.4199999999999998e-08	1.14e-09	1.4199999999999999e-09	4.85e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	4	573.0	TR008-Ea:LP-DIR-T4	TR008-E	TR008	Hongzixi
	This study		1.5	223.9	-12.9	TR008-Ea:LP-DIR-T	hargrave 2017-07-31 15:53:34	2.3399999999999998e-08	4.3499999999999995e-10	5.44e-10	4.23e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	5	623.0	TR008-Ea:LP-DIR-T5	TR008-E	TR008	Hongzixi
	This study		2.0	225.0	-12.9	TR008-Ea:LP-DIR-T	hargrave 2017-08-01 14:03:21	2.2000000000000002e-08	4.03e-10	6.809999999999999e-10	3.88e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	6	673.0	TR008-Ea:LP-DIR-T6	TR008-E	TR008	Hongzixi
	This study		2.3	224.8	-13.7	TR008-Ea:LP-DIR-T	hargrave 2017-08-03 13:07:58	2.0499999999999998e-08	7.610000000000001e-10	6.33e-10	3.9300000000000004e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	7	723.0	TR008-Ea:LP-DIR-T7	TR008-E	TR008	Hongzixi
	This study		4.0	225.1	-13.6	TR008-Ea:LP-DIR-T	hargrave 2017-08-04 09:44:35	1.95e-08	1.07e-09	9.32e-10	3.7199999999999996e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	8	748.0	TR008-Ea:LP-DIR-T8	TR008-E	TR008	Hongzixi
	This study		2.5	225.1	-13.4	TR008-Ea:LP-DIR-T	hargrave 2017-08-04 16:42:28	1.89e-08	6.34e-10	6.01e-10	3.6000000000000005e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	9	773.0	TR008-Ea:LP-DIR-T9	TR008-E	TR008	Hongzixi
	This study		1.7	224.9	-14.3	TR008-Ea:LP-DIR-T	hargrave 2017-08-07 15:18:57	1.81e-08	2.9000000000000003e-10	4.31e-10	3.6400000000000004e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	10	798.0	TR008-Ea:LP-DIR-T10	TR008-E	TR008	Hongzixi
	This study		2.0	224.5	-14.3	TR008-Ea:LP-DIR-T	hargrave 2017-08-08 14:38:39	1.74e-08	3.52e-10	4.97e-10	3.5299999999999997e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	11	823.0	TR008-Ea:LP-DIR-T11	TR008-E	TR008	Hongzixi
	This study		1.4	224.6	-14.1	TR008-Ea:LP-DIR-T	hargrave 2017-08-09 14:00:22	1.73e-08	3.2599999999999996e-10	2.9499999999999996e-10	2.46e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	12	828.0	TR008-Ea:LP-DIR-T12	TR008-E	TR008	Hongzixi
	This study		2.6	224.9	-14.1	TR008-Ea:LP-DIR-T	hargrave 2017-08-10 08:52:28	1.69e-08	5.68e-10	4.85e-10	3.46e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	13	828.0	TR008-Ea:LP-DIR-T13	TR008-E	TR008	Hongzixi
	This study		2.3	224.7	-13.7	TR008-Ea:LP-DIR-T	hargrave 2017-08-16 14:26:47	1.65e-08	5.45e-10	4.0099999999999996e-10	3.4299999999999995e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	14	833.0	TR008-Ea:LP-DIR-T14	TR008-E	TR008	Hongzixi
	This study		1.4	224.1	-13.8	TR008-Ea:LP-DIR-T	hargrave 2017-08-17 11:16:28	1.62e-08	2.7799999999999997e-10	2.34e-10	3.2399999999999997e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	15	838.0	TR008-Ea:LP-DIR-T15	TR008-E	TR008	Hongzixi
	This study		1.6	223.9	-13.9	TR008-Ea:LP-DIR-T	hargrave 2017-08-17 20:31:10	1.59e-08	3.44e-10	2.71e-10	3.1e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	16	843.0	TR008-Ea:LP-DIR-T16	TR008-E	TR008	Hongzixi
	This study		2.1	223.7	-14.4	TR008-Ea:LP-DIR-T	hargrave 2017-08-18 16:10:38	1.54e-08	3.09e-10	4.5699999999999997e-10	2.9399999999999997e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	17	848.0	TR008-Ea:LP-DIR-T17	TR008-E	TR008	Hongzixi
	This study		1.6	223.9	-14.5	TR008-Ea:LP-DIR-T	hargrave 2017-08-21 13:13:35	1.51e-08	3.2199999999999997e-10	2.53e-10	2.9000000000000003e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	18	853.0	TR008-Ea:LP-DIR-T18	TR008-E	TR008	Hongzixi
	This study		1.5	224.8	-15.0	TR008-Ea:LP-DIR-T	hargrave 2017-08-22 12:16:30	1.4099999999999999e-08	2.47e-10	2.4899999999999997e-10	2.73e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	19	873.0	TR008-Ea:LP-DIR-T19	TR008-E	TR008	Hongzixi
	This study		1.4	227.8	-14.6	TR008-Ea:LP-DIR-T	hargrave 2017-08-23 11:17:01	1.26e-08	2.11e-10	2e-10	2.41e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	20	893.0	TR008-Ea:LP-DIR-T20	TR008-E	TR008	Hongzixi
	This study		2.0	231.7	-15.5	TR008-Ea:LP-DIR-T	hargrave 2017-08-24 07:48:38	1.03e-08	2.1000000000000002e-10	2.9499999999999996e-10	2.03e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	21	903.0	TR008-Ea:LP-DIR-T21	TR008-E	TR008	Hongzixi
	This study		1.6	232.5	-13.2	TR008-Ea:LP-DIR-T	hargrave 2017-08-24 15:58:01	1.23e-08	2.33e-10	1.93e-10	2.63e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	22	913.0	TR008-Ea:LP-DIR-T22	TR008-E	TR008	Hongzixi
	This study		1.5	222.4	-22.5	TR008-Ea:LP-DIR-T	hargrave 2017-08-25 14:01:45	9.13e-09	1.94e-10	1.8599999999999998e-10	1.9800000000000001e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	23	918.0	TR008-Ea:LP-DIR-T23	TR008-E	TR008	Hongzixi
	This study		1.8	235.4	-14.5	TR008-Ea:LP-DIR-T	hargrave 2017-08-29 15:16:21	1.14e-08	2.42e-10	2.03e-10	2.55e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	24	923.0	TR008-Ea:LP-DIR-T24	TR008-E	TR008	Hongzixi
	This study		1.7	216.1	-26.4	TR008-Ea:LP-DIR-T	hargrave 2017-09-01 15:18:49	7.59e-09	1.68e-10	2.12e-10	2.07e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	25	928.0	TR008-Ea:LP-DIR-T25	TR008-E	TR008	Hongzixi
	This study		4.1	227.3	-20.3	TR008-Ea:LP-DIR-T	hargrave 2017-09-08 17:44:24	9.68e-09	2.71e-10	3.2199999999999997e-10	7.910000000000001e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR008-Ea	u	0	0	0.0	0.0	26	933.0	TR008-Ea:LP-DIR-T26	TR008-E	TR008	Hongzixi
