tab	specimens
specimen	experiments	sample	dir_alpha95	dir_bfv_dec	dir_bfv_inc	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
TR022-Ha	TR022-Ha:LP-DIR-T	TR022-H				LT	348.1	40.2	1	5	0	44.9	5.0	673	373	K		hargrave 2018-03-02 12:05:32	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR022
TR022-Ha	TR022-Ha:LP-DIR-T	TR022-H				LT	235.5	49.7	1	5	-1	44.9	5.0	673	373	K		hargrave 2018-03-02 12:05:32	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR022
TR022-Ha	TR022-Ha:LP-DIR-T	TR022-H				LT	20.3	54.5	1	5	100	44.9	5.0	673	373	K		hargrave 2018-03-02 12:05:32	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR022
TR022-Ia	TR022-Ia:LP-DIR-T	TR022-I				LT	211.5	46.2	1	6	-1	35.0	2.8	748	473	K		hargrave 2018-03-02 12:07:02	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR022
TR022-Ia	TR022-Ia:LP-DIR-T	TR022-I				LT	6.8	50.0	1	6	0	35.0	2.8	748	473	K		hargrave 2018-03-02 12:07:02	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR022
TR022-Ia	TR022-Ia:LP-DIR-T	TR022-I				LT	47.2	51.4	1	6	100	35.0	2.8	748	473	K		hargrave 2018-03-02 12:07:02	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR022
TR022-Ja	TR022-Ja:LP-DIR-T	TR022-J				LT	1.0	45.7	1	5	0	24.3	2.3	673	373	K		hargrave 2018-03-02 12:08:34	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR022
TR022-Ja	TR022-Ja:LP-DIR-T	TR022-J				LT	37.8	51.6	1	5	100	24.3	2.3	673	373	K		hargrave 2018-03-02 12:08:34	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR022
TR022-Ja	TR022-Ja:LP-DIR-T	TR022-J				LT	224.3	47.6	1	5	-1	24.3	2.3	673	373	K		hargrave 2018-03-02 12:08:34	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR022
TR024-Aa	TR024-Aa:LP-DIR-T	TR024-A				HT	131.3	-55.8	2	18	100	0.0	3.5	965	913	K		hargrave 2018-03-02 10:34:47	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Quick_River	TR024
TR024-Aa	TR024-Aa:LP-DIR-T	TR024-A				LT	37.0	50.3	2	3	100	123.4	0.5	473	273	K		hargrave 2018-03-02 10:34:47	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR024
TR024-Aa	TR024-Aa:LP-DIR-T	TR024-A				HT	124.6	-25.9	2	18	0	0.0	3.5	965	913	K		hargrave 2018-03-02 10:34:47	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Quick_River	TR024
TR024-Aa	TR024-Aa:LP-DIR-T	TR024-A				LT	190.5	60.0	2	3	-1	123.4	0.5	473	273	K		hargrave 2018-03-02 10:34:47	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR024
TR024-Aa	TR024-Aa:LP-DIR-T	TR024-A				HT	70.0	-31.0	2	18	-1	0.0	3.5	965	913	K		hargrave 2018-03-02 10:34:47	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Quick_River	TR024
TR024-Aa	TR024-Aa:LP-DIR-T	TR024-A				LT	0.6	47.4	2	3	0	123.4	0.5	473	273	K		hargrave 2018-03-02 10:34:47	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR024
TR024-Ba	TR024-Ba:LP-DIR-T	TR024-B				LT	194.8	48.7	2	3	-1	123.7	5.3	473	273	K		hargrave 2018-03-02 10:36:20	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR024
TR024-Ba	TR024-Ba:LP-DIR-T	TR024-B				HT	79.2	-35.7	2	18	-1	0.0	3.2	965	913	K		hargrave 2018-03-02 10:36:20	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Quick_River	TR024
TR024-Ba	TR024-Ba:LP-DIR-T	TR024-B				LT	356.6	54.2	2	3	0	123.7	5.3	473	273	K		hargrave 2018-03-02 10:36:20	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR024
TR024-Ba	TR024-Ba:LP-DIR-T	TR024-B				HT	136.7	-17.4	2	18	0	0.0	3.2	965	913	K		hargrave 2018-03-02 10:36:20	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Quick_River	TR024
TR024-Ba	TR024-Ba:LP-DIR-T	TR024-B				LT	43.3	56.5	2	3	100	123.7	5.3	473	273	K		hargrave 2018-03-02 10:36:20	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR024
TR024-Ba	TR024-Ba:LP-DIR-T	TR024-B				HT	145.3	-44.9	2	18	100	0.0	3.2	965	913	K		hargrave 2018-03-02 10:36:20	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Quick_River	TR024
TR024-Ca	TR024-Ca:LP-DIR-T	TR024-C				HT	157.9	-43.0	2	14	100	0.0	3.7	965	933	K		hargrave 2018-03-02 10:37:50	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Quick_River	TR024
TR024-Ca	TR024-Ca:LP-DIR-T	TR024-C				HT	79.0	-50.7	2	14	-1	0.0	3.7	965	933	K		hargrave 2018-03-02 10:37:50	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Quick_River	TR024
TR024-Ca	TR024-Ca:LP-DIR-T	TR024-C				LT	196.5	66.4	2	3	-1	126.1	4.4	473	273	K		hargrave 2018-03-02 10:37:50	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR024
TR024-Ca	TR024-Ca:LP-DIR-T	TR024-C				HT	146.3	-18.5	2	14	0	0.0	3.7	965	933	K		hargrave 2018-03-02 10:37:50	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Quick_River	TR024
TR024-Ca	TR024-Ca:LP-DIR-T	TR024-C				LT	359.1	37.4	2	3	0	126.1	4.4	473	273	K		hargrave 2018-03-02 10:37:50	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR024
TR024-Ca	TR024-Ca:LP-DIR-T	TR024-C				LT	25.8	43.9	2	3	100	126.1	4.4	473	273	K		hargrave 2018-03-02 10:37:50	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR024
TR024-Da	TR024-Da:LP-DIR-T	TR024-D				HT	153.8	-51.8	2	13	100	0.0	4.9	965	938	K		hargrave 2018-03-02 10:39:18	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Quick_River	TR024
TR024-Da	TR024-Da:LP-DIR-T	TR024-D				LT	25.8	43.3	2	6	100	121.9	4.9	673	273	K		hargrave 2018-03-02 10:39:18	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR024
TR024-Da	TR024-Da:LP-DIR-T	TR024-D				LT	359.6	37.0	2	6	0	121.9	4.9	673	273	K		hargrave 2018-03-02 10:39:18	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR024
TR024-Da	TR024-Da:LP-DIR-T	TR024-D				LT	198.6	67.7	2	6	-1	121.9	4.9	673	273	K		hargrave 2018-03-02 10:39:18	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR024
TR024-Da	TR024-Da:LP-DIR-T	TR024-D				HT	69.6	-44.1	2	13	-1	0.0	4.9	965	938	K		hargrave 2018-03-02 10:39:18	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Quick_River	TR024
TR024-Da	TR024-Da:LP-DIR-T	TR024-D				HT	140.0	-25.6	2	13	0	0.0	4.9	965	938	K		hargrave 2018-03-02 10:39:18	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Quick_River	TR024
TR024-Ea	TR024-Ea:LP-DIR-T	TR024-E				HT	149.5	-55.2	2	12	100	8.2	5.2	965	943	K		hargrave 2018-03-02 10:40:45	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR024
TR024-Ea	TR024-Ea:LP-DIR-T	TR024-E				LT	0.0	44.1	2	4	0	110.9	5.2	573	273	K		hargrave 2018-03-02 10:40:45	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR024
TR024-Ea	TR024-Ea:LP-DIR-T	TR024-E				LT	32.9	48.3	2	4	100	110.9	5.2	573	273	K		hargrave 2018-03-02 10:40:45	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR024
TR024-Ea	TR024-Ea:LP-DIR-T	TR024-E				LT	199.8	60.7	2	4	-1	110.9	5.2	573	273	K		hargrave 2018-03-02 10:40:45	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR024
TR024-Ea	TR024-Ea:LP-DIR-T	TR024-E				HT	67.5	-36.4	2	12	-1	8.2	5.2	965	943	K		hargrave 2018-03-02 10:40:45	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR024
TR024-Ea	TR024-Ea:LP-DIR-T	TR024-E				HT	136.0	-27.9	2	12	0	8.2	5.2	965	943	K		hargrave 2018-03-02 10:40:45	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR024
TR024-Ga	TR024-Ga:LP-DIR-T	TR024-G				HT	41.1	18.7	2	13	-1	0.0	4.1	965	938	K		hargrave 2018-03-02 10:42:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Quick_River	TR024
TR024-Ga	TR024-Ga:LP-DIR-T	TR024-G				LT	192.9	53.7	2	5	-1	85.1	4.1	623	273	K		hargrave 2018-03-02 10:42:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR024
TR024-Ga	TR024-Ga:LP-DIR-T	TR024-G				HT	64.5	-37.9	2	13	0	0.0	4.1	965	938	K		hargrave 2018-03-02 10:42:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Quick_River	TR024
TR024-Ga	TR024-Ga:LP-DIR-T	TR024-G				LT	0.7	49.0	2	5	0	85.1	4.1	623	273	K		hargrave 2018-03-02 10:42:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR024
TR024-Ga	TR024-Ga:LP-DIR-T	TR024-G				HT	35.9	-52.2	2	13	100	0.0	4.1	965	938	K		hargrave 2018-03-02 10:42:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Quick_River	TR024
TR024-Ga	TR024-Ga:LP-DIR-T	TR024-G				LT	39.0	51.4	2	5	100	85.1	4.1	623	273	K		hargrave 2018-03-02 10:42:17	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR024
TR024-Ha	TR024-Ha:LP-DIR-T	TR024-H				LT	47.2	50.2	2	3	100	75.0	5.2	473	273	K		hargrave 2018-03-02 10:43:48	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR024
TR024-Ha	TR024-Ha:LP-DIR-T	TR024-H				HT	75.1	-43.2	2	14	100	0.0	4.0	965	933	K		hargrave 2018-03-02 10:43:48	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Quick_River	TR024
TR024-Ha	TR024-Ha:LP-DIR-T	TR024-H				HT	85.3	-17.4	2	14	0	0.0	4.0	965	933	K		hargrave 2018-03-02 10:43:48	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Quick_River	TR024
TR024-Ha	TR024-Ha:LP-DIR-T	TR024-H				LT	7.4	52.2	2	3	0	75.0	5.2	473	273	K		hargrave 2018-03-02 10:43:48	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR024
TR024-Ha	TR024-Ha:LP-DIR-T	TR024-H				HT	69.5	10.3	2	14	-1	0.0	4.0	965	933	K		hargrave 2018-03-02 10:43:48	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Quick_River	TR024
TR024-Ha	TR024-Ha:LP-DIR-T	TR024-H				LT	182.8	49.7	2	3	-1	75.0	5.2	473	273	K		hargrave 2018-03-02 10:43:48	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR024
TR024-Ia	TR024-Ia:LP-DIR-T	TR024-I				HT	47.9	-22.3	2	14	-1	0.0	3.1	965	933	K		hargrave 2018-03-02 10:45:16	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Quick_River	TR024
TR024-Ia	TR024-Ia:LP-DIR-T	TR024-I				LT	184.5	54.6	2	3	-1	122.4	2.6	473	273	K		hargrave 2018-03-02 10:45:16	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR024
TR024-Ia	TR024-Ia:LP-DIR-T	TR024-I				HT	119.0	-44.2	2	14	0	0.0	3.1	965	933	K		hargrave 2018-03-02 10:45:16	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Quick_River	TR024
TR024-Ia	TR024-Ia:LP-DIR-T	TR024-I				LT	8.2	50.2	2	3	0	122.4	2.6	473	273	K		hargrave 2018-03-02 10:45:16	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR024
TR024-Ia	TR024-Ia:LP-DIR-T	TR024-I				HT	127.7	-74.6	2	14	100	0.0	3.1	965	933	K		hargrave 2018-03-02 10:45:16	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Quick_River	TR024
TR024-Ia	TR024-Ia:LP-DIR-T	TR024-I				LT	45.5	48.5	2	3	100	122.4	2.6	473	273	K		hargrave 2018-03-02 10:45:16	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR024
TR024-Ja	TR024-Ja:LP-DIR-T	TR024-J				LT	237.5	47.2	2	3	-1	132.0	5.4	473	273	K		hargrave 2018-03-02 10:46:44	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR024
TR024-Ja	TR024-Ja:LP-DIR-T	TR024-J				HT	31.2	-13.4	2	26	-1	0.0	2.6	965	833	K		hargrave 2018-03-02 10:46:44	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Quick_River	TR024
TR024-Ja	TR024-Ja:LP-DIR-T	TR024-J				LT	330.8	33.6	2	3	0	132.0	5.4	473	273	K		hargrave 2018-03-02 10:46:44	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR024
TR024-Ja	TR024-Ja:LP-DIR-T	TR024-J				HT	103.5	-59.7	2	26	0	0.0	2.6	965	833	K		hargrave 2018-03-02 10:46:44	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Quick_River	TR024
TR024-Ja	TR024-Ja:LP-DIR-T	TR024-J				LT	353.8	54.7	2	3	100	132.0	5.4	473	273	K		hargrave 2018-03-02 10:46:44	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR024
TR024-Ja	TR024-Ja:LP-DIR-T	TR024-J				HT	14.7	-84.7	2	26	100	0.0	2.6	965	833	K		hargrave 2018-03-02 10:46:44	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Quick_River	TR024
TR026-Aa	TR026-Aa:LP-DIR-T	TR026-A				LT	5.5	39.4	2	4	100	114.6	2.0	573	273	K		hargrave 2018-03-02 10:48:15	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR026
TR026-Aa	TR026-Aa:LP-DIR-T	TR026-A				HT	165.2	-66.7	2	12	0	0.0	2.8	965	943	K		hargrave 2018-03-02 10:48:15	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Quick_River	TR026
TR026-Aa	TR026-Aa:LP-DIR-T	TR026-A				HT	243.6	-66.3	2	12	100	0.0	2.8	965	943	K		hargrave 2018-03-02 10:48:15	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Quick_River	TR026
TR026-Aa	TR026-Aa:LP-DIR-T	TR026-A				HT	10.9	-35.1	2	12	-1	0.0	2.8	965	943	K		hargrave 2018-03-02 10:48:15	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Quick_River	TR026
TR026-Aa	TR026-Aa:LP-DIR-T	TR026-A				LT	237.4	67.9	2	4	-1	114.6	2.0	573	273	K		hargrave 2018-03-02 10:48:15	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR026
TR026-Aa	TR026-Aa:LP-DIR-T	TR026-A				LT	347.9	24.9	2	4	0	114.6	2.0	573	273	K		hargrave 2018-03-02 10:48:15	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR026
TR026-Ba	TR026-Ba:LP-DIR-T	TR026-B				LT	33.6	51.4	2	4	100	116.2	25.5	573	273	K		hargrave 2018-03-02 10:51:08	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR026
TR026-Ba	TR026-Ba:LP-DIR-T	TR026-B				HT	65.9	-75.9	2	12	0	0.0	2.4	965	943	K		hargrave 2018-03-02 10:51:08	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Quick_River	TR026
TR026-Ba	TR026-Ba:LP-DIR-T	TR026-B				HT	320.8	-66.5	2	12	100	0.0	2.4	965	943	K		hargrave 2018-03-02 10:51:08	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Quick_River	TR026
TR026-Ba	TR026-Ba:LP-DIR-T	TR026-B				HT	12.6	-11.9	2	12	-1	0.0	2.4	965	943	K		hargrave 2018-03-02 10:51:08	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Quick_River	TR026
TR026-Ba	TR026-Ba:LP-DIR-T	TR026-B				LT	190.3	61.8	2	4	-1	116.2	25.5	573	273	K		hargrave 2018-03-02 10:51:08	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR026
TR026-Ba	TR026-Ba:LP-DIR-T	TR026-B				LT	357.2	46.6	2	4	0	116.2	25.5	573	273	K		hargrave 2018-03-02 10:51:08	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR026
TR026-Ca	TR026-Ca:LP-DIR-T	TR026-C				HT	51.5	-46.0	2	12	-1	0.0	4.2	965	943	K		hargrave 2018-03-02 10:52:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Quick_River	TR026
TR026-Ca	TR026-Ca:LP-DIR-T	TR026-C				LT	200.9	81.5	2	3	-1	120.1	4.2	473	273	K		hargrave 2018-03-02 10:52:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR026
TR026-Ca	TR026-Ca:LP-DIR-T	TR026-C				HT	133.4	-44.8	2	12	0	0.0	4.2	965	943	K		hargrave 2018-03-02 10:52:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Quick_River	TR026
TR026-Ca	TR026-Ca:LP-DIR-T	TR026-C				LT	359.7	33.9	2	3	0	120.1	4.2	473	273	K		hargrave 2018-03-02 10:52:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR026
TR026-Ca	TR026-Ca:LP-DIR-T	TR026-C				HT	161.6	-71.3	2	12	100	0.0	4.2	965	943	K		hargrave 2018-03-02 10:52:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Quick_River	TR026
TR026-Ca	TR026-Ca:LP-DIR-T	TR026-C				LT	23.3	40.8	2	3	100	120.1	4.2	473	273	K		hargrave 2018-03-02 10:52:41	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR026
TR026-Da	TR026-Da:LP-DIR-T	TR026-D				LT	31.5	44.2	2	4	100	133.6	8.6	573	273	K		hargrave 2018-03-02 10:54:14	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR026
TR026-Da	TR026-Da:LP-DIR-T	TR026-D				HT	176.0	-60.9	2	8	0	0.0	3.9	965	951	K		hargrave 2018-03-02 10:54:14	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Quick_River	TR026
TR026-Da	TR026-Da:LP-DIR-T	TR026-D				HT	234.2	-60.2	2	8	100	0.0	3.9	965	951	K		hargrave 2018-03-02 10:54:14	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Quick_River	TR026
TR026-Da	TR026-Da:LP-DIR-T	TR026-D				HT	11.4	-43.4	2	8	-1	0.0	3.9	965	951	K		hargrave 2018-03-02 10:54:14	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Quick_River	TR026
TR026-Da	TR026-Da:LP-DIR-T	TR026-D				LT	198.4	63.9	2	4	-1	133.6	8.6	573	273	K		hargrave 2018-03-02 10:54:14	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR026
TR026-Da	TR026-Da:LP-DIR-T	TR026-D				LT	2.8	40.4	2	4	0	133.6	8.6	573	273	K		hargrave 2018-03-02 10:54:14	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR026
TR026-Ea	TR026-Ea:LP-DIR-T	TR026-E				LT	215.4	60.3	2	6	-1	15.6	1.8	673	273	K		hargrave 2018-03-02 12:12:54	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Quick_River	TR026
TR026-Ea	TR026-Ea:LP-DIR-T	TR026-E				HT	77.3	-21.5	2	7	-1	0.0	13.9	961	949	K		hargrave 2018-03-02 12:12:54	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Quick_River	TR026
TR026-Ea	TR026-Ea:LP-DIR-T	TR026-E				LT	357.8	46.2	2	6	0	15.6	1.8	673	273	K		hargrave 2018-03-02 12:12:54	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR026
TR026-Ea	TR026-Ea:LP-DIR-T	TR026-E				HT	127.8	-19.6	2	7	0	0.0	13.9	961	949	K		hargrave 2018-03-02 12:12:54	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Quick_River	TR026
TR026-Ea	TR026-Ea:LP-DIR-T	TR026-E				LT	33.7	50.9	2	6	100	15.6	1.8	673	273	K		hargrave 2018-03-02 12:12:54	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR026
TR026-Ea	TR026-Ea:LP-DIR-T	TR026-E				HT	134.1	-49.0	2	7	100	0.0	13.9	961	949	K		hargrave 2018-03-02 12:12:54	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Quick_River	TR026
TR026-Ga	TR026-Ga:LP-DIR-T	TR026-G				HT	28.4	-74.9	2	12	100	1.9	5.7	965	943	K		hargrave 2018-03-02 10:57:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR026
TR026-Ga	TR026-Ga:LP-DIR-T	TR026-G				LT	20.6	42.9	2	5	100	86.3	9.6	623	273	K		hargrave 2018-03-02 10:57:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Quick_River	TR026
TR026-Ga	TR026-Ga:LP-DIR-T	TR026-G				HT	87.0	-55.1	2	12	0	1.9	5.7	965	943	K		hargrave 2018-03-02 10:57:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR026
TR026-Ga	TR026-Ga:LP-DIR-T	TR026-G				LT	356.3	34.3	2	5	0	86.3	9.6	623	273	K		hargrave 2018-03-02 10:57:52	pmagpy-4.2.1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Quick_River	TR026
