tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	magn_moment	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
TR045-Pa:LP-DIR-T42	TR045-Pa:LP-DIR-T	TR045-Pa	36.6	216.6	47.6	0	0	0.0	0.0	42	963.0	4.04e-09	This study	hargrave 2018-02-28 13:17:06	LT-T-Z:LP-DIR-T	g	585	u	8	273			pmagpy-3.16.0	3.32e-10	1.99e-09	2.3e-09	TR045-P	TR045	Luoman2
TR045-Pa:LP-DIR-T43	TR045-Pa:LP-DIR-T	TR045-Pa	36.2	208.2	45.7	0	0	0.0	0.0	43	963.0	3.97e-09	This study	hargrave 2018-02-28 17:31:53	LT-T-Z:LP-DIR-T	g	586	u	8	273			pmagpy-3.16.0	3.5000000000000003e-10	1.9600000000000003e-09	2.22e-09	TR045-P	TR045	Luoman2
TR045-Qa:LP-DIR-T1	TR045-Qa:LP-DIR-T	TR045-Qa	2.6	221.1	46.3	0	0	0.0	0.0	1	273.0	3.72e-08	This study	hargrave 2017-10-13 21:27:45	LT-NO:LP-DIR-T	g	587	u	8	273			pmagpy-3.16.0	1.31e-09	1.0800000000000002e-09	4.79e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T2	TR045-Qa:LP-DIR-T	TR045-Qa	3.4	227.5	45.0	0	0	0.0	0.0	2	373.0	3.72e-08	This study	hargrave 2017-10-15 21:13:21	LT-T-Z:LP-DIR-T	g	588	u	8	273			pmagpy-3.16.0	1.4400000000000002e-09	1.6399999999999995e-09	5.44e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T3	TR045-Qa:LP-DIR-T	TR045-Qa	3.0	225.9	44.2	0	0	0.0	0.0	3	473.0	3.69e-08	This study	hargrave 2017-10-16 15:29:07	LT-T-Z:LP-DIR-T	g	589	u	8	273			pmagpy-3.16.0	1.4300000000000002e-09	1.29e-09	3.96e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T4	TR045-Qa:LP-DIR-T	TR045-Qa	5.0	224.6	44.0	0	0	0.0	0.0	4	573.0	3.68e-08	This study	hargrave 2017-10-17 12:19:11	LT-T-Z:LP-DIR-T	g	590	u	8	273			pmagpy-3.16.0	2.4e-09	2.18e-09	4.74e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T5	TR045-Qa:LP-DIR-T	TR045-Qa	4.9	228.0	42.9	0	0	0.0	0.0	5	623.0	3.68e-08	This study	hargrave 2017-10-18 13:37:21	LT-T-Z:LP-DIR-T	g	591	u	8	273			pmagpy-3.16.0	2.5e-09	1.93e-09	3.1600000000000005e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T6	TR045-Qa:LP-DIR-T	TR045-Qa	2.5	230.7	42.2	0	0	0.0	0.0	6	673.0	3.67e-08	This study	hargrave 2017-10-20 18:00:32	LT-T-Z:LP-DIR-T	g	592	u	8	273			pmagpy-3.16.0	1.5e-09	8.41e-10	4.15e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T7	TR045-Qa:LP-DIR-T	TR045-Qa	2.3	230.2	41.8	0	0	0.0	0.0	7	723.0	3.62e-08	This study	hargrave 2017-10-23 12:42:33	LT-T-Z:LP-DIR-T	g	593	u	8	273			pmagpy-3.16.0	1.13e-09	9.5e-10	3.04e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T8	TR045-Qa:LP-DIR-T	TR045-Qa	2.9	231.7	41.3	0	0	0.0	0.0	8	748.0	3.6e-08	This study	hargrave 2017-10-24 10:06:17	LT-T-Z:LP-DIR-T	g	594	u	8	273			pmagpy-3.16.0	1.6699999999999998e-09	8.89e-10	2.66e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T9	TR045-Qa:LP-DIR-T	TR045-Qa	3.6	232.8	41.1	0	0	0.0	0.0	9	773.0	3.58e-08	This study	hargrave 2017-10-25 09:41:04	LT-T-Z:LP-DIR-T	g	595	u	8	273			pmagpy-3.16.0	2e-09	1.12e-09	2.68e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T10	TR045-Qa:LP-DIR-T	TR045-Qa	3.0	232.0	41.2	0	0	0.0	0.0	10	798.0	3.56e-08	This study	hargrave 2017-10-26 20:14:47	LT-T-Z:LP-DIR-T	g	596	u	8	273			pmagpy-3.16.0	1.6899999999999995e-09	8.06e-10	5.400000000000001e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T11	TR045-Qa:LP-DIR-T	TR045-Qa	3.2	232.1	41.1	0	0	0.0	0.0	11	823.0	3.54e-08	This study	hargrave 2017-10-27 18:06:16	LT-T-Z:LP-DIR-T	g	597	u	8	273			pmagpy-3.16.0	1.7399999999999996e-09	9.38e-10	4.77e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T12	TR045-Qa:LP-DIR-T	TR045-Qa	6.1	236.4	40.9	0	0	0.0	0.0	12	828.0	3.46e-08	This study	hargrave 2017-10-28 20:22:38	LT-T-Z:LP-DIR-T	g	598	u	8	273			pmagpy-3.16.0	3.379999999999999e-09	1.57e-09	4.5e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T13	TR045-Qa:LP-DIR-T	TR045-Qa	2.2	236.2	40.4	0	0	0.0	0.0	13	833.0	3.38e-08	This study	hargrave 2017-11-03 16:18:53	LT-T-Z:LP-DIR-T	g	599	u	8	273			pmagpy-3.16.0	1.04e-09	6.940000000000001e-10	6.1e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T14	TR045-Qa:LP-DIR-T	TR045-Qa	3.4	233.5	40.2	0	0	0.0	0.0	14	838.0	3.36e-08	This study	hargrave 2017-11-05 15:09:43	LT-T-Z:LP-DIR-T	g	600	u	8	273			pmagpy-3.16.0	1.6e-09	1.02e-09	7.37e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T15	TR045-Qa:LP-DIR-T	TR045-Qa	3.5	235.3	40.3	0	0	0.0	0.0	15	843.0	3.36e-08	This study	hargrave 2017-11-09 12:42:46	LT-T-Z:LP-DIR-T	g	601	u	8	273			pmagpy-3.16.0	1.65e-09	1.14e-09	6.2e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T16	TR045-Qa:LP-DIR-T	TR045-Qa	4.1	233.5	40.3	0	0	0.0	0.0	16	848.0	3.34e-08	This study	hargrave 2017-11-09 21:29:45	LT-T-Z:LP-DIR-T	g	602	u	8	273			pmagpy-3.16.0	1.97e-09	1.1e-09	8.609999999999998e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T17	TR045-Qa:LP-DIR-T	TR045-Qa	3.8	234.5	39.2	0	0	0.0	0.0	17	853.0	3.32e-08	This study	hargrave 2017-11-14 17:20:52	LT-T-Z:LP-DIR-T	g	603	u	8	273			pmagpy-3.16.0	1.83e-09	1.17e-09	7.099999999999999e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T18	TR045-Qa:LP-DIR-T	TR045-Qa	4.7	235.9	40.1	0	0	0.0	0.0	18	873.0	3.39e-08	This study	hargrave 2017-11-17 16:33:04	LT-T-Z:LP-DIR-T	g	604	u	8	273			pmagpy-3.16.0	2.43e-09	1.3300000000000002e-09	4.99e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T19	TR045-Qa:LP-DIR-T	TR045-Qa	4.2	239.0	39.3	0	0	0.0	0.0	19	893.0	3.2900000000000003e-08	This study	hargrave 2017-11-19 15:50:29	LT-T-Z:LP-DIR-T	g	605	u	8	273			pmagpy-3.16.0	2.0800000000000003e-09	1.24e-09	3.36e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T20	TR045-Qa:LP-DIR-T	TR045-Qa	4.3	240.9	39.0	0	0	0.0	0.0	20	903.0	3.24e-08	This study	hargrave 2017-11-21 15:03:05	LT-T-Z:LP-DIR-T	g	606	u	8	273			pmagpy-3.16.0	2.17e-09	1.18e-09	2.18e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T21	TR045-Qa:LP-DIR-T	TR045-Qa	3.1	237.0	38.0	0	0	0.0	0.0	21	913.0	3.2200000000000004e-08	This study	hargrave 2017-11-27 14:22:09	LT-T-Z:LP-DIR-T	g	607	u	8	273			pmagpy-3.16.0	1.6800000000000004e-09	6.27e-10	3.04e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T22	TR045-Qa:LP-DIR-T	TR045-Qa	2.7	239.1	38.9	0	0	0.0	0.0	22	918.0	3.31e-08	This study	hargrave 2017-11-28 13:16:10	LT-T-Z:LP-DIR-T	g	608	u	8	273			pmagpy-3.16.0	1.6399999999999995e-09	5.67e-10	1.84e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T23	TR045-Qa:LP-DIR-T	TR045-Qa	2.0	240.6	38.7	0	0	0.0	0.0	23	923.0	3.18e-08	This study	hargrave 2017-12-08 18:56:27	LT-T-Z:LP-DIR-T	g	609	u	8	273			pmagpy-3.16.0	9.37e-10	4.06e-10	4.65e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T24	TR045-Qa:LP-DIR-T	TR045-Qa	5.5	244.9	38.8	0	0	0.0	0.0	24	928.0	3.26e-08	This study	hargrave 2017-12-11 19:39:35	LT-T-Z:LP-DIR-T	g	610	u	8	273			pmagpy-3.16.0	2.93e-09	1.12e-09	3.62e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T25	TR045-Qa:LP-DIR-T	TR045-Qa	7.4	231.6	37.6	0	0	0.0	0.0	25	933.0	3.09e-08	This study	hargrave 2017-12-12 20:23:49	LT-T-Z:LP-DIR-T	g	611	u	8	273			pmagpy-3.16.0	3.2799999999999994e-09	2.38e-09	3.29e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T26	TR045-Qa:LP-DIR-T	TR045-Qa	3.6	240.8	35.6	0	0	0.0	0.0	26	938.0	3.3e-08	This study	hargrave 2018-01-08 18:58:24	LT-T-Z:LP-DIR-T	g	612	u	8	273			pmagpy-3.16.0	1.89e-09	9.83e-10	2.78e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T27	TR045-Qa:LP-DIR-T	TR045-Qa	6.3	234.4	35.9	0	0	0.0	0.0	27	943.0	2.72e-08	This study	hargrave 2018-01-11 11:03:16	LT-T-Z:LP-DIR-T	g	613	u	8	273			pmagpy-3.16.0	2.34e-09	1.85e-09	3.93e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T28	TR045-Qa:LP-DIR-T	TR045-Qa	4.3	240.3	36.7	0	0	0.0	0.0	28	945.0	2.93e-08	This study	hargrave 2018-01-12 11:00:10	LT-T-Z:LP-DIR-T	g	614	u	8	273			pmagpy-3.16.0	1.97e-09	1e-09	2.42e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T29	TR045-Qa:LP-DIR-T	TR045-Qa	4.0	236.1	32.9	0	0	0.0	0.0	29	947.0	2.5e-08	This study	hargrave 2018-01-16 18:09:11	LT-T-Z:LP-DIR-T	g	615	u	8	273			pmagpy-3.16.0	1.47e-09	1.01e-09	2.39e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T30	TR045-Qa:LP-DIR-T	TR045-Qa	4.0	248.5	35.4	0	0	0.0	0.0	30	949.0	2.5e-08	This study	hargrave 2018-01-17 18:10:47	LT-T-Z:LP-DIR-T	g	616	u	8	273			pmagpy-3.16.0	1.45e-09	9.42e-10	4.82e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T31	TR045-Qa:LP-DIR-T	TR045-Qa	6.3	251.2	29.6	0	0	0.0	0.0	31	951.0	2.02e-08	This study	hargrave 2018-01-24 14:43:36	LT-T-Z:LP-DIR-T	g	617	u	8	273			pmagpy-3.16.0	1.6399999999999995e-09	1.7399999999999996e-09	5.539999999999999e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T32	TR045-Qa:LP-DIR-T	TR045-Qa	5.0	262.6	37.2	0	0	0.0	0.0	32	953.0	1.7e-08	This study	hargrave 2018-01-27 11:38:38	LT-T-Z:LP-DIR-T	g	618	u	8	273			pmagpy-3.16.0	1.07e-09	8.939999999999998e-10	6.2e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T33	TR045-Qa:LP-DIR-T	TR045-Qa	5.6	256.5	29.5	0	0	0.0	0.0	33	955.0	1.21e-08	This study	hargrave 2018-01-31 19:18:03	LT-T-Z:LP-DIR-T	g	619	u	8	273			pmagpy-3.16.0	4.25e-10	9.65e-10	7.07e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T34	TR045-Qa:LP-DIR-T	TR045-Qa	13.5	278.0	29.2	0	0	0.0	0.0	34	957.0	7.46e-09	This study	hargrave 2018-02-06 09:36:21	LT-T-Z:LP-DIR-T	g	620	u	8	273			pmagpy-3.16.0	9.54e-10	1.28e-09	1.0300000000000002e-09	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T35	TR045-Qa:LP-DIR-T	TR045-Qa	11.7	278.7	28.7	0	0	0.0	0.0	35	957.0	7.58e-09	This study	hargrave 2018-02-06 13:24:38	LT-T-Z:LP-DIR-T	g	621	u	8	273			pmagpy-3.16.0	7.04e-10	9.13e-10	1.11e-09	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T36	TR045-Qa:LP-DIR-T	TR045-Qa	12.3	279.8	28.8	0	0	0.0	0.0	36	957.0	7.48e-09	This study	hargrave 2018-02-06 16:25:08	LT-T-Z:LP-DIR-T	g	622	u	8	273			pmagpy-3.16.0	7.639999999999999e-10	8.63e-10	1.18e-09	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T37	TR045-Qa:LP-DIR-T	TR045-Qa	28.4	321.9	-28.0	0	0	0.0	0.0	37	959.0	1.87e-09	This study	hargrave 2018-02-12 12:39:12	LT-T-Z:LP-DIR-T	g	623	u	8	273			pmagpy-3.16.0	2.57e-10	6.79e-10	9.6e-10	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T38	TR045-Qa:LP-DIR-T	TR045-Qa	36.6	329.9	-31.1	0	0	0.0	0.0	38	959.0	1.62e-09	This study	hargrave 2018-02-12 15:52:58	LT-T-Z:LP-DIR-T	g	624	u	8	273			pmagpy-3.16.0	2.77e-10	6.08e-10	1.12e-09	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T39	TR045-Qa:LP-DIR-T	TR045-Qa	38.7	332.7	-33.4	0	0	0.0	0.0	39	959.0	1.5e-09	This study	hargrave 2018-02-12 18:17:31	LT-T-Z:LP-DIR-T	g	625	u	8	273			pmagpy-3.16.0	2.67e-10	5.52e-10	1.12e-09	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T40	TR045-Qa:LP-DIR-T	TR045-Qa	42.9	306.2	42.4	0	0	0.0	0.0	40	961.0	2.29e-09	This study	hargrave 2018-02-26 12:51:25	LT-T-Z:LP-DIR-T	g	626	u	8	273			pmagpy-3.16.0	4.79e-10	1.26e-09	1.6800000000000004e-09	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T41	TR045-Qa:LP-DIR-T	TR045-Qa	51.3	329.6	58.4	0	0	0.0	0.0	41	961.0	2.43e-09	This study	hargrave 2018-02-26 15:16:12	LT-T-Z:LP-DIR-T	g	627	u	8	273			pmagpy-3.16.0	4.35e-10	1.91e-09	2.3e-09	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T42	TR045-Qa:LP-DIR-T	TR045-Qa	68.5	25.7	27.1	0	0	0.0	0.0	42	963.0	1.22e-09	This study	hargrave 2018-02-28 13:20:12	LT-T-Z:LP-DIR-T	g	628	u	8	273			pmagpy-3.16.0	3.32e-10	1.55e-09	2.21e-09	TR045-Q	TR045	Luoman2
TR045-Qa:LP-DIR-T43	TR045-Qa:LP-DIR-T	TR045-Qa	68.2	50.4	18.3	0	0	0.0	0.0	43	963.0	1.29e-09	This study	hargrave 2018-02-28 17:34:58	LT-T-Z:LP-DIR-T	g	629	u	8	273			pmagpy-3.16.0	3.05e-10	1.62e-09	2.14e-09	TR045-Q	TR045	Luoman2
TR020-Aa:LP-DIR-T1	TR020-Aa:LP-DIR-T	TR020-Aa	2.8	214.3	52.2	0	0	0.0	0.0	1	273.0	1.79e-08	This study	hargrave 2017-10-13 14:54:21	LT-NO:LP-DIR-T	g	0	u	8	273			pmagpy-3.16.0	5.400000000000001e-10	6.900000000000001e-10	1.89e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T2	TR020-Aa:LP-DIR-T	TR020-Aa	2.8	214.5	54.7	0	0	0.0	0.0	2	373.0	1.46e-08	This study	hargrave 2017-10-15 13:54:10	LT-T-Z:LP-DIR-T	g	1	u	8	273			pmagpy-3.16.0	5.31e-10	5e-10	1.79e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T3	TR020-Aa:LP-DIR-T	TR020-Aa	4.2	217.3	55.2	0	0	0.0	0.0	3	373.0	1.46e-08	This study	hargrave 2017-10-15 15:50:49	LT-T-Z:LP-DIR-T	g	2	u	8	273			pmagpy-3.16.0	8.200000000000001e-10	7.07e-10	2.24e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T4	TR020-Aa:LP-DIR-T	TR020-Aa	2.4	221.2	59.8	0	0	0.0	0.0	4	473.0	1.16e-08	This study	hargrave 2017-10-16 09:52:50	LT-T-Z:LP-DIR-T	g	3	u	8	273			pmagpy-3.16.0	3.12e-10	3.72e-10	1.66e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T5	TR020-Aa:LP-DIR-T	TR020-Aa	2.7	224.4	65.9	0	0	0.0	0.0	5	573.0	9.46e-09	This study	hargrave 2017-10-16 18:27:51	LT-T-Z:LP-DIR-T	g	4	u	8	273			pmagpy-3.16.0	3.88e-10	2.54e-10	8.740000000000002e-11	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T6	TR020-Aa:LP-DIR-T	TR020-Aa	2.2	229.1	70.6	0	0	0.0	0.0	6	623.0	8.31e-09	This study	hargrave 2017-10-17 15:31:54	LT-T-Z:LP-DIR-T	g	5	u	8	273			pmagpy-3.16.0	2.57e-10	2.24e-10	7.47e-11	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T7	TR020-Aa:LP-DIR-T	TR020-Aa	2.8	244.2	77.1	0	0	0.0	0.0	7	673.0	7.120000000000002e-09	This study	hargrave 2017-10-20 12:17:01	LT-T-Z:LP-DIR-T	g	6	u	8	273			pmagpy-3.16.0	2.77e-10	2.17e-10	7.120000000000001e-11	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T8	TR020-Aa:LP-DIR-T	TR020-Aa	2.2	330.2	81.1	0	0	0.0	0.0	8	723.0	5.820000000000001e-09	This study	hargrave 2017-10-22 15:48:17	LT-T-Z:LP-DIR-T	g	7	u	8	273			pmagpy-3.16.0	1.21e-10	2.01e-10	6.09e-11	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T9	TR020-Aa:LP-DIR-T	TR020-Aa	2.0	1.1	77.0	0	0	0.0	0.0	9	748.0	5.33e-09	This study	hargrave 2017-10-23 15:50:24	LT-T-Z:LP-DIR-T	g	8	u	8	273			pmagpy-3.16.0	1.28e-10	1.37e-10	3.84e-11	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T10	TR020-Aa:LP-DIR-T	TR020-Aa	1.9	10.5	70.7	0	0	0.0	0.0	10	773.0	5.08e-09	This study	hargrave 2017-10-24 14:00:53	LT-T-Z:LP-DIR-T	g	9	u	8	273			pmagpy-3.16.0	1.26e-10	1.15e-10	3.99e-11	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T11	TR020-Aa:LP-DIR-T	TR020-Aa	1.8	14.4	63.1	0	0	0.0	0.0	11	798.0	4.86e-09	This study	hargrave 2017-10-26 14:17:01	LT-T-Z:LP-DIR-T	g	10	u	8	273			pmagpy-3.16.0	9.28e-11	1.19e-10	2.63e-11	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T12	TR020-Aa:LP-DIR-T	TR020-Aa	3.4	19.8	51.7	0	0	0.0	0.0	12	823.0	4.65e-09	This study	hargrave 2017-10-27 11:05:31	LT-T-Z:LP-DIR-T	g	11	u	8	273			pmagpy-3.16.0	1.06e-10	2.51e-10	5.27e-11	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T13	TR020-Aa:LP-DIR-T	TR020-Aa	5.4	21.2	46.6	0	0	0.0	0.0	13	828.0	4.76e-09	This study	hargrave 2017-10-28 13:36:25	LT-T-Z:LP-DIR-T	g	12	u	8	273			pmagpy-3.16.0	1.82e-10	4.15e-10	6.379999999999999e-11	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T14	TR020-Aa:LP-DIR-T	TR020-Aa	2.3	18.4	42.3	0	0	0.0	0.0	14	833.0	4.7e-09	This study	hargrave 2017-10-31 18:22:04	LT-T-Z:LP-DIR-T	g	13	u	8	273			pmagpy-3.16.0	1.06e-10	1.35e-10	9.05e-11	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T15	TR020-Aa:LP-DIR-T	TR020-Aa	3.8	21.3	38.0	0	0	0.0	0.0	15	838.0	4.8100000000000006e-09	This study	hargrave 2017-11-03 19:25:28	LT-T-Z:LP-DIR-T	g	14	u	8	273			pmagpy-3.16.0	1.09e-10	2.74e-10	1.41e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T16	TR020-Aa:LP-DIR-T	TR020-Aa	4.8	16.2	34.9	0	0	0.0	0.0	16	843.0	4.84e-09	This study	hargrave 2017-11-05 18:50:50	LT-T-Z:LP-DIR-T	g	15	u	8	273			pmagpy-3.16.0	9.890000000000002e-11	3.79e-10	1.3999999999999998e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T17	TR020-Aa:LP-DIR-T	TR020-Aa	3.5	20.4	31.0	0	0	0.0	0.0	17	848.0	5e-09	This study	hargrave 2017-11-09 15:47:56	LT-T-Z:LP-DIR-T	g	16	u	8	273			pmagpy-3.16.0	1.09e-10	2.58e-10	1.5e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T18	TR020-Aa:LP-DIR-T	TR020-Aa	3.8	20.4	26.6	0	0	0.0	0.0	18	853.0	5.09e-09	This study	hargrave 2017-11-14 11:20:27	LT-T-Z:LP-DIR-T	g	17	u	8	273			pmagpy-3.16.0	1.66e-10	2.84e-10	1.27e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T19	TR020-Aa:LP-DIR-T	TR020-Aa	3.0	21.3	19.1	0	0	0.0	0.0	19	873.0	5.51e-09	This study	hargrave 2017-11-14 20:27:03	LT-T-Z:LP-DIR-T	g	18	u	8	273			pmagpy-3.16.0	1.32e-10	2.26e-10	1.64e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T20	TR020-Aa:LP-DIR-T	TR020-Aa	5.8	16.9	7.5	0	0	0.0	0.0	20	893.0	6.32e-09	This study	hargrave 2017-11-17 19:37:48	LT-T-Z:LP-DIR-T	g	19	u	8	273			pmagpy-3.16.0	1.83e-10	5.800000000000001e-10	2.23e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T21	TR020-Aa:LP-DIR-T	TR020-Aa	5.0	26.5	5.7	0	0	0.0	0.0	21	903.0	6.820000000000002e-09	This study	hargrave 2017-11-19 19:10:43	LT-T-Z:LP-DIR-T	g	20	u	8	273			pmagpy-3.16.0	1.61e-10	4.77e-10	3.3300000000000004e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T22	TR020-Aa:LP-DIR-T	TR020-Aa	4.8	22.6	1.1	0	0	0.0	0.0	22	913.0	6.579999999999999e-09	This study	hargrave 2017-11-21 18:15:30	LT-T-Z:LP-DIR-T	g	21	u	8	273			pmagpy-3.16.0	8.27e-11	4.15e-10	3.9100000000000005e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T23	TR020-Aa:LP-DIR-T	TR020-Aa	5.0	38.7	-2.9	0	0	0.0	0.0	23	918.0	7.67e-09	This study	hargrave 2017-11-27 17:54:43	LT-T-Z:LP-DIR-T	g	22	u	8	273			pmagpy-3.16.0	1.26e-10	4.72e-10	5.37e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T24	TR020-Aa:LP-DIR-T	TR020-Aa	7.0	15.8	-4.1	0	0	0.0	0.0	24	923.0	6.02e-09	This study	hargrave 2017-11-28 16:15:50	LT-T-Z:LP-DIR-T	g	23	u	8	273			pmagpy-3.16.0	1.32e-10	5.26e-10	5.73e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T25	TR020-Aa:LP-DIR-T	TR020-Aa	6.9	47.1	-7.1	0	0	0.0	0.0	25	928.0	6.32e-09	This study	hargrave 2017-12-11 13:17:30	LT-T-Z:LP-DIR-T	g	24	u	8	273			pmagpy-3.16.0	1.83e-10	6.660000000000001e-10	6.85e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T26	TR020-Aa:LP-DIR-T	TR020-Aa	8.5	358.0	-9.1	0	0	0.0	0.0	26	933.0	5.589999999999999e-09	This study	hargrave 2017-12-12 12:56:44	LT-T-Z:LP-DIR-T	g	25	u	8	273			pmagpy-3.16.0	2.05e-10	5.28e-10	6.72e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T27	TR020-Aa:LP-DIR-T	TR020-Aa	9.6	0.1	-6.1	0	0	0.0	0.0	27	933.0	6e-09	This study	hargrave 2017-12-12 14:59:35	LT-T-Z:LP-DIR-T	g	26	u	8	273			pmagpy-3.16.0	1.72e-10	4.48e-10	9.06e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T28	TR020-Aa:LP-DIR-T	TR020-Aa	9.7	359.1	-6.1	0	0	0.0	0.0	28	933.0	6.05e-09	This study	hargrave 2017-12-12 15:38:04	LT-T-Z:LP-DIR-T	g	27	u	8	273			pmagpy-3.16.0	1.7e-10	5e-10	9.06e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T29	TR020-Aa:LP-DIR-T	TR020-Aa	8.2	34.7	-19.9	0	0	0.0	0.0	29	938.0	3.9200000000000005e-09	This study	hargrave 2018-01-08 12:31:44	LT-T-Z:LP-DIR-T	g	28	u	8	273			pmagpy-3.16.0	2.12e-10	2.85e-10	5.15e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T30	TR020-Aa:LP-DIR-T	TR020-Aa	13.3	34.2	-12.5	0	0	0.0	0.0	30	938.0	4.14e-09	This study	hargrave 2018-01-08 14:14:03	LT-T-Z:LP-DIR-T	g	29	u	8	273			pmagpy-3.16.0	2.69e-10	2.64e-10	9.26e-10	TR020-A	TR020	Quick_River
TR020-Aa:LP-DIR-T31	TR020-Aa:LP-DIR-T	TR020-Aa	13.0	34.0	-13.6	0	0	0.0	0.0	31	938.0	4.15e-09	This study	hargrave 2018-01-08 14:35:44	LT-T-Z:LP-DIR-T	g	30	u	8	273			pmagpy-3.16.0	2.78e-10	2.92e-10	8.939999999999998e-10	TR020-A	TR020	Quick_River
